book_id,location.city,location.country,location.world,mood,period.century,period.era,period.historical_event_context,source
12981966,,India,real,"ridiculous, playful",18th-19th,Maratha Empire,Peshwai period,mistral-large-latest
145057,,,real,,20th,,,mistral-large-latest
145056,,,real,informative,,,,mistral-large-latest
23705688,,"United States, Iraq",real,"tense, reflective, emotionally potent",21st,contemporary,Iraq War,mistral-large-latest
19075038,,,real,,,,,mistral-large-latest
2319846,,,fictional,"curious, tense",,futuristic,,mistral-large-latest
27383979,,,real,,,,,mistral-large-latest
7871881,Savannah,United States,real,"passionate, tense",,contemporary,,mistral-large-latest
35011052,,,real,"tense, romantic",,contemporary,,mistral-large-latest
5310929,Trail's End,United States,real,"warm, reflective",19th,Old West,,mistral-large-latest
26840640,,United Kingdom,real,"melancholic, uneasy",20th,pre-World War II,impending World War II,mistral-large-latest
35011058,,,real,"reflective, contemplative",20th,,,mistral-large-latest
27426133,,"Jordan, Iraq, Syria",real,"tense, sobering",21st,contemporary,"Iraq War, Syrian Civil War, War on Terror",mistral-large-latest
10639187,,,real,"tense, intrigued",21st,contemporary,WikiLeaks and its impact on global politics and diplomacy,mistral-large-latest
3014548,,,real,"intellectual, reflective",,ancient,New Testament era,mistral-large-latest
1792197,,"France, England, Ireland",real,"hopeful, introspective",,,,mistral-large-latest
1792192,Lincoln,England,real,"tense, suspenseful",12th-13th,Medieval,Crusades,mistral-large-latest
27233480,,,real,"suspenseful, foreboding, emotionally charged",,,,mistral-large-latest
10399983,,Thailand,real,"tense, poignant",,,,mistral-large-latest
10399982,Jakarta,Indonesia,real,"motivational, nostalgic",20th-21st,contemporary,,mistral-large-latest
9856980,,,real,"lighthearted, energetic",,,,mistral-large-latest
22819644,,United Kingdom,real,"Uneasy, Tense",19th,Victorian,,mistral-large-latest
1151841,,,fictional,"tense, intriguing",,intergalactic,alien contact and legacy of a dying race,mistral-large-latest
24382631,Delft,Netherlands,real,"tense, sobering",16th,Renaissance,"Assassination of Prince William of Orange, Dutch Revolt against the Hapsburg Empire",mistral-large-latest
10399989,,,real,"uplifting, engaging",,,,mistral-large-latest
17703113,,,real,"melancholic, hopeful",,,,mistral-large-latest
16004886,,,real,"tense, foreboding, chilling",,,,mistral-large-latest
922661,Oxford,United Kingdom,real,"suspenseful, engaging",20th,early to mid-20th century,,mistral-large-latest
922663,London,United Kingdom,real,"thought-provoking, engaging",19th,early 1800s,"pre-Darwinian evolutionary ideas, intellectual and social reform",mistral-large-latest
1286595,,,fictional,"hopeful, tense",,folkloric,,mistral-large-latest
11673166,Singapore,Singapore,real,"exciting, hopeful",20th,mid-20th century,,mistral-large-latest
337247,,,real,"fun, engaging",,,,mistral-large-latest
36067721,,,real,thought-provoking,,,,mistral-large-latest
9281978,Towton,England,real,"somber, tense",15th,Medieval,Wars of the Roses,mistral-large-latest
31350152,Jameston,United States,mixed,"suspenseful, urgent",,,,mistral-large-latest
18338299,Port Heron,United States,real,"engaging, thought-provoking",21st,contemporary,,mistral-large-latest
8008131,,United Kingdom,real,"oppressive, tense, reflective",20th,mid-20th century,"Stalinist regime, post-World War II",mistral-large-latest
9465941,,,real,"awkward, anxious, hopeful",,contemporary,,mistral-large-latest
20580333,,Scotland,real,"tense, passionate",,historical,,mistral-large-latest
36067728,,,real,"lighthearted, engaging",,,,mistral-large-latest
18338290,Haven Ridge,United States,real,"melancholic, tense",20th,1970s,,mistral-large-latest
8041041,Bari,Italy,real,"suspenseful, tense",21st,contemporary,,mistral-large-latest
8041042,,Italy,real,"gritty, dramatic",21st,contemporary,,mistral-large-latest
9465949,,,real,"cozy, emotional",,,,mistral-large-latest
29009802,,,real,"melancholic, intense",,,,mistral-large-latest
2863369,Paris,France,real,"suspenseful, melancholic",,,,mistral-large-latest
2863368,,United States,real,"foreboding, paranoid, desperate",20th,,,mistral-large-latest
1286592,,United States,real,"melancholic, contemplative",20th,,,mistral-large-latest
28272059,Seattle,United States,real,"tense, suspenseful",,contemporary,,mistral-large-latest
31708384,"Dublin, Siena","Ireland, Italy",mixed,"adventurous, mysterious",,,Palio horse race,mistral-large-latest
22701783,,,fictional,"suspenseful, romantic, urgent",,dystopian future,,mistral-large-latest
30262116,,,real,"tense, harrowing",,,,mistral-large-latest
13224378,,,fictional,"exciting, wondrous",,,,mistral-large-latest
13224379,,,real,"melancholic, thought-provoking",21st,contemporary,,mistral-large-latest
23586808,,United Kingdom,real,"tense, determined",18th-19th,Napoleonic Wars,Napoleonic Wars,mistral-large-latest
16153581,,,real,"whimsical, playful",,,,mistral-large-latest
16153580,,,fictional,"darkly humorous, reflective, intense",,near-future,,mistral-large-latest
13224373,,,mixed,"fearful, desperate",,,,mistral-large-latest
13224374,,,mixed,"intellectual, thought-provoking",,,"9/11, War on Terror",mistral-large-latest
2301406,,,real,"fantastical, nostalgic",,,,mistral-large-latest
19369423,,,real,"nostalgic, uplifting",,,,mistral-large-latest
987595,,,real,"contemplative, bleak",20th,World War II,Occupation of France,mistral-large-latest
17983553,,,real,,,,,mistral-large-latest
15867117,,,real,"hopeful, competitive",,,,mistral-large-latest
1320521,New York,United States,real,"obsessive, uncertain",,,,mistral-large-latest
18220186,,Italy,real,"sensual, oppressive, dramatic",,,,mistral-large-latest
1320528,,,real,"sensual, obsessive",,,,mistral-large-latest
32297172,London,United Kingdom,real,"uneasy, suspenseful",,contemporary,,mistral-large-latest
5941080,,United States,real,"lighthearted, warm, dramatic",,contemporary,,mistral-large-latest
15852857,,,fictional,"tense, claustrophobic, desperate",,post-apocalyptic future,,mistral-large-latest
7747185,,,fictional,"tense, hopeful",,,,mistral-large-latest
16688319,,,real,"curious, reflective",,,,mistral-large-latest
16217444,Cambridge,England,real,"eerie, suspenseful, hopeful",19th-20th,Victorian/Edwardian transition,Spiritualism movement,mistral-large-latest
16217442,St. Petersburg,Russia,real,"tense, foreboding, melancholic",19th,late 1800s,Reign of Tsar Alexander III,mistral-large-latest
7747184,,,real,"tense, melancholic",20th-21st,,,mistral-large-latest
678362,London,United Kingdom,real,"terrifying, haunting, unsettling",19th or early 20th,Victorian or Edwardian,,mistral-large-latest
678363,,United States,real,"suspenseful, anxious, paranoid",21st,contemporary,Vietnam War (backstory),mistral-large-latest
12763146,,,real,"urgent, hopeful, somber",20th,modern,"anarchist movements, labor rights, free speech activism",mistral-large-latest
678367,,,real,"practical, optimistic",,,,mistral-large-latest
678364,Dallas,United States,real,"suspenseful, urgent",20th,contemporary,,mistral-large-latest
678365,,,real,"tragic, resilient",20th,World War II,Holocaust,mistral-large-latest
4245406,New Orleans,United States,real,"tense, suspenseful, eerie",20th,1990s,"post-Cold War globalization, Hurricane Katrina foreshadowing",mistral-large-latest
363149,,,real,"eerie, intense",,,,mistral-large-latest
10729252,,Tajikistan,real,"suspenseful, urgent",,contemporary,,mistral-large-latest
17310087,,United Kingdom,mixed,"tense, melancholic",,contemporary fantasy,,mistral-large-latest
20817862,Legley Bay,,real,"tense, emotional",,,,mistral-large-latest
9633623,,,real,,,,,mistral-large-latest
1285615,,,real,"empowering, informative",,,,mistral-large-latest
12945603,Cayo West,United States,real,"tense, romantic",20th,World War II,World War II,mistral-large-latest
19544783,,,real,"tense, foreboding",,,,mistral-large-latest
26709432,,,real,"warm, comforting",,,,mistral-large-latest
7665804,Mineral City,,fictional,"tense, dangerous",,post-apocalyptic,ice age following apocalypse,mistral-large-latest
16221104,,,real,"tense, emotional",,,,mistral-large-latest
12088122,"Hamptons, New York City",United States,real,"melancholic, reflective",20th,1970s-1980s,"Bohemian 1970s, neo-conservative 1980s",mistral-large-latest
16243459,,,real,"thought-provoking, engaging",21st,contemporary,,mistral-large-latest
12840477,,,mixed,"uncanny, romantic",,contemporary,,mistral-large-latest
31842548,,England,real,"lighthearted, warm",20th,late 20th century,,mistral-large-latest
16243457,,Indonesia,real,"tense, somber, reflective",,contemporary,,mistral-large-latest
204013,,,real,"intellectual, reflective",,contemporary,,mistral-large-latest
77490,Edinburgh,United Kingdom,real,"tense, foreboding",,contemporary,,mistral-large-latest
204011,,,real,"intellectual, reflective",20th,late modern,"Cold War, late capitalism",mistral-large-latest
204010,,,real,thought-provoking,,postmodern,,mistral-large-latest
23519145,,Afrique (multiples pays),real,"mélancolique, intense, contemplatif",20ème,postcoloniale,"décolonisation, coups d'État, génocide rwandais, guerres civiles",mistral-large-latest
204015,,,real,"thought-provoking, reflective",20th,Cold War,"Cold War, fall of communism, globalization, terrorism",mistral-large-latest
23519146,,Nordic region,mixed,adventurous,,post-apocalyptic,great illness,mistral-large-latest
24497536,,India,real,"suspenseful, emotional",,,,mistral-large-latest
24497534,,,real,"frightening, urgent",,post-apocalyptic,,mistral-large-latest
30735151,New York,United States,real,"hopeful, dramatic",21st,contemporary,,mistral-large-latest
28551063,,Pakistan,real,"somber, urgent",21st,contemporary,,mistral-large-latest
13504987,,,real,,,,,mistral-large-latest
29093476,Lull,,fictional,"mysterious, adventurous",,fantasy,,mistral-large-latest
6202812,,United States,real,"reflective, vigorous",19th,Victorian,American literary renaissance,mistral-large-latest
17825295,,,real,"motivational, informative",,,,mistral-large-latest
2702841,,India,real,"tense, contemplative",20th,post-World War II,"Partition of India, end of British Raj",mistral-large-latest
2702846,London,United Kingdom,real,"restless, hopeful",20th,Post-World War I,1918 Armistice,mistral-large-latest
33528839,Savannah,United States,real,"sensual, dangerous, urgent",,contemporary,,mistral-large-latest
6202819,,,real,"entertaining, lighthearted",,,,mistral-large-latest
30745293,,,real,"tense, intimate",,contemporary,,mistral-large-latest
22886178,Manhattan,United States,mixed,"imaginative, brilliant, ghostly",20th,midcentury,jazz era,mistral-large-latest
24819706,Paris,France,real,"tense, intriguing",18th,Georgian era,"Jacobite exile, financial scandal in London",mistral-large-latest
2570167,,,mixed,"intriguing, surreal",22nd,futuristic,,mistral-large-latest
966271,,,real,neutral,,,,mistral-large-latest
534548,,United States,real,"informative, reflective",19th to 20th,modern,"Stone-Campbell movement, split with Disciples of Christ",mistral-large-latest
2470407,Prosper,United States,real,"anxious, paranoid, hopeful",,,,mistral-large-latest
15741229,,England,real,"tense, hopeful",11th,Medieval,Norman Conquest,mistral-large-latest
34455164,,,fictional,"uneasy, tense",,futuristic,,mistral-large-latest
5914395,,Greece,mixed,"lighthearted, entertaining",,ancient mythology,,mistral-large-latest
12023620,Toronto,Canada,real,"contemplative, intriguing",20th,early 1900s,,mistral-large-latest
22363160,,,fictional,"tense, whimsical, chaotic",,fantasy-medieval,,mistral-large-latest
22363162,,,fictional,"suspenseful, hopeful",23rd,futuristic,Star Trek Original Series movie era,mistral-large-latest
24259420,,,mixed,"eerie, whimsical",,,,mistral-large-latest
8725768,,,real,"encouraging, informative",,,,mistral-large-latest
9595548,,United States,real,"aching, longing",20th,1980s,,mistral-large-latest
1485976,,Japan,real,contemplative,eighth,Heian period,Development of Japanese Buddhism,mistral-large-latest
29840112,,United States,fictional,"playful, lighthearted",21st,contemporary,,mistral-large-latest
24005721,London,United Kingdom,real,"desperate, hopeless",20th,contemporary,global pandemic and famine,mistral-large-latest
773136,,United States,real,"melancholic, contemplative",20th,,,mistral-large-latest
35901202,,Egypt,fictional,"urgent, foreboding",,ancient Egypt,,mistral-large-latest
8627003,London,United Kingdom,real,"tense, melancholic, erotic",21st,contemporary,,mistral-large-latest
13000012,,Indonesia,real,"nostalgic, solemn",,,,mistral-large-latest
1565754,,England,real,"quiet, contemplative",20th,post-Cold War,Cold War,mistral-large-latest
18340100,,,real,"energetic, provocative",20th,1970s,rock music and counterculture,mistral-large-latest
1565751,,United States,real,"melancholic, hopeful, nostalgic",20th,1970s,"Civil Rights Movement aftermath, rise of Southern rock, disco era, Jimmy Carter presidency",mistral-large-latest
2148650,,United States,real,"dangerous, unpredictable",19th,Old West,,mistral-large-latest
34619471,California,United States,real,"playful, competitive",19th,Victorian,,mistral-large-latest
14325119,,,real,"unsettling, uncertain",,,,mistral-large-latest
17184318,Toms Brook,United States,real,"reflective, intimate",,,,mistral-large-latest
18772687,,,fictional,"exciting, lighthearted",,,,mistral-large-latest
1789032,,United States,real,"tragic, hopeful",19th,Victorian,Mission Indian displacement in Southern California,mistral-large-latest
16032751,Brooklyn,United States,mixed,"hopeful, anxious",,contemporary,,mistral-large-latest
25100130,Starksville,United States,real,"suspenseful, gritty, urgent",21st,contemporary,,mistral-large-latest
11385118,,,real,"unsettling, oppressive",,,,mistral-large-latest
5150739,New York,United States,real,"tense, rebellious",,,,mistral-large-latest
25100138,,,real,"somber, introspective",,,,mistral-large-latest
31491850,,"União Soviética, Estados Unidos",real,"dramatic, emotional",20th,World War II,"Segunda Guerra Mundial, Regime de Stalin, Guerra Fria",mistral-large-latest
25831241,,,real,"suspenseful, dark",,contemporary,,mistral-large-latest
17318451,,,real,"festive, tense",,,,mistral-large-latest
9963592,,Egypt,real,,,,"Islamic history, possibly related to Sa'ad Zaghloul or early 20th-century Egyptian politics",mistral-large-latest
16160318,,,real,"suspenseful, uneasy",,,,mistral-large-latest
581163,,Europe,fictional,"urgent, determined",,mythical,,mistral-large-latest
13439415,,,real,"tense, flirty",,,,mistral-large-latest
9963597,,,fictional,"tense, passionate",,,,mistral-large-latest
